M, N, B, ALGO_NAME, RESULT, RUNNING_TIME
3, 12, 7.000000, PDP, 4.000000, 0.105774
3, 12, 7.000000, TABU, 1.000000, 0.031000
3, 12, 7.000000, TABU-RAND, 1.000000, 0.000000
3, 12, 7.000000, PDP, 14.000000, 0.109793
3, 12, 7.000000, TABU, 1.071429, 0.031000
3, 12, 7.000000, TABU-RAND, 1.071429, 0.000000
3, 12, 7.000000, PDP, 4.000000, 0.105632
3, 12, 7.000000, TABU, 1.000000, 0.156000
3, 12, 7.000000, TABU-RAND, 1.250000, 0.000000
3, 12, 7.000000, PDP, 9.000000, 0.104401
3, 12, 7.000000, TABU, 1.000000, 0.047000
3, 12, 7.000000, TABU-RAND, 1.000000, 0.000000
3, 12, 7.000000, PDP, 8.000000, 0.110860
3, 12, 7.000000, TABU, 1.125000, 0.032000
3, 12, 7.000000, TABU-RAND, 1.125000, 0.000000
5, 6, 3.000000, PDP, 7.000000, 0.002293
5, 6, 3.000000, TABU, 1.000000, 0.125000
5, 6, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 3.000000, PDP, 6.000000, 0.002351
5, 6, 3.000000, TABU, 1.000000, 0.078000
5, 6, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 3.000000, PDP, 7.000000, 0.002208
5, 6, 3.000000, TABU, 1.000000, 0.078000
5, 6, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 3.000000, PDP, 11.000000, 0.002217
5, 6, 3.000000, TABU, 1.000000, 0.141000
5, 6, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 3.000000, PDP, 6.000000, 0.002141
5, 6, 3.000000, TABU, 1.000000, 0.125000
5, 6, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 3.000000, PDP, 11.000000, 0.002561
5, 6, 3.000000, TABU, 1.000000, 0.125000
5, 6, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 3.000000, PDP, 7.000000, 0.002530
5, 6, 3.000000, TABU, 1.000000, 0.125000
5, 6, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 3.000000, PDP, 13.000000, 0.002337
5, 6, 3.000000, TABU, 1.000000, 0.032000
5, 6, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 3.000000, PDP, 6.000000, 0.002286
5, 6, 3.000000, TABU, 1.000000, 0.140000
5, 6, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 3.000000, PDP, 4.000000, 0.002508
5, 6, 3.000000, TABU, 1.000000, 0.140000
5, 6, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 5.000000, PDP, 11.000000, 0.002333
5, 6, 5.000000, TABU, 1.000000, 0.140000
5, 6, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 5.000000, PDP, 7.000000, 0.002245
5, 6, 5.000000, TABU, 1.000000, 0.125000
5, 6, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 5.000000, PDP, 8.000000, 0.002236
5, 6, 5.000000, TABU, 1.000000, 0.140000
5, 6, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 5.000000, PDP, 11.000000, 0.002255
5, 6, 5.000000, TABU, 1.000000, 0.125000
5, 6, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 5.000000, PDP, 5.000000, 0.002249
5, 6, 5.000000, TABU, 1.000000, 0.031000
5, 6, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 5.000000, PDP, 7.000000, 0.002564
5, 6, 5.000000, TABU, 1.000000, 0.141000
5, 6, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 5.000000, PDP, 14.000000, 0.002246
5, 6, 5.000000, TABU, 1.000000, 0.047000
5, 6, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 5.000000, PDP, 10.000000, 0.002364
5, 6, 5.000000, TABU, 1.000000, 0.032000
5, 6, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 5.000000, PDP, 10.000000, 0.002312
5, 6, 5.000000, TABU, 1.000000, 0.031000
5, 6, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 5.000000, PDP, 6.000000, 0.002284
5, 6, 5.000000, TABU, 1.000000, 0.172000
5, 6, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 7.000000, PDP, 9.000000, 0.002410
5, 6, 7.000000, TABU, 1.000000, 0.219000
5, 6, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 7.000000, PDP, 7.000000, 0.003813
5, 6, 7.000000, TABU, 1.000000, 0.093000
5, 6, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 7.000000, PDP, 6.000000, 0.002854
5, 6, 7.000000, TABU, 1.000000, 0.187000
5, 6, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 7.000000, PDP, 6.000000, 0.002591
5, 6, 7.000000, TABU, 1.000000, 0.219000
5, 6, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 7.000000, PDP, 11.000000, 0.002579
5, 6, 7.000000, TABU, 1.000000, 0.032000
5, 6, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 7.000000, PDP, 8.000000, 0.002427
5, 6, 7.000000, TABU, 1.000000, 0.140000
5, 6, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 7.000000, PDP, 5.000000, 0.002385
5, 6, 7.000000, TABU, 1.000000, 0.031000
5, 6, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 7.000000, PDP, 8.000000, 0.002381
5, 6, 7.000000, TABU, 1.000000, 0.125000
5, 6, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 7.000000, PDP, 9.000000, 0.002169
5, 6, 7.000000, TABU, 1.000000, 0.109000
5, 6, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 6, 7.000000, PDP, 7.000000, 0.002742
5, 6, 7.000000, TABU, 1.000000, 0.063000
5, 6, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 3.000000, PDP, 3.000000, 0.062645
5, 8, 3.000000, TABU, 1.000000, 0.141000
5, 8, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 3.000000, PDP, 3.000000, 0.061837
5, 8, 3.000000, TABU, 1.000000, 0.141000
5, 8, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 3.000000, PDP, 11.000000, 0.060894
5, 8, 3.000000, TABU, 1.000000, 0.110000
5, 8, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 3.000000, PDP, 10.000000, 0.060138
5, 8, 3.000000, TABU, 1.000000, 0.063000
5, 8, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 3.000000, PDP, 7.000000, 0.065681
5, 8, 3.000000, TABU, 1.000000, 0.156000
5, 8, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 3.000000, PDP, 3.000000, 0.061761
5, 8, 3.000000, TABU, 1.000000, 0.156000
5, 8, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 3.000000, PDP, 7.000000, 0.060333
5, 8, 3.000000, TABU, 1.000000, 0.141000
5, 8, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 3.000000, PDP, 8.000000, 0.060178
5, 8, 3.000000, TABU, 1.000000, 0.109000
5, 8, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 3.000000, PDP, 7.000000, 0.062278
5, 8, 3.000000, TABU, 1.000000, 0.094000
5, 8, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 3.000000, PDP, 5.000000, 0.062692
5, 8, 3.000000, TABU, 1.000000, 0.047000
5, 8, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 5.000000, PDP, 10.000000, 0.064041
5, 8, 5.000000, TABU, 1.000000, 0.093000
5, 8, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 5.000000, PDP, 6.000000, 0.063583
5, 8, 5.000000, TABU, 1.000000, 0.047000
5, 8, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 5.000000, PDP, 3.000000, 0.062855
5, 8, 5.000000, TABU, 1.000000, 0.141000
5, 8, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 5.000000, PDP, 5.000000, 0.065350
5, 8, 5.000000, TABU, 1.000000, 0.032000
5, 8, 5.000000, TABU-RAND, 1.200000, 0.000000
5, 8, 5.000000, PDP, 12.000000, 0.065523
5, 8, 5.000000, TABU, 1.000000, 0.157000
5, 8, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 5.000000, PDP, 6.000000, 0.063795
5, 8, 5.000000, TABU, 1.000000, 0.078000
5, 8, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 5.000000, PDP, 4.000000, 0.081387
5, 8, 5.000000, TABU, 1.000000, 0.203000
5, 8, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 5.000000, PDP, 6.000000, 0.088026
5, 8, 5.000000, TABU, 1.000000, 0.047000
5, 8, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 5.000000, PDP, 4.000000, 0.077604
5, 8, 5.000000, TABU, 1.000000, 0.172000
5, 8, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 5.000000, PDP, 11.000000, 0.076420
5, 8, 5.000000, TABU, 1.000000, 0.172000
5, 8, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 7.000000, PDP, 6.000000, 0.067421
5, 8, 7.000000, TABU, 1.000000, 0.109000
5, 8, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 7.000000, PDP, 10.000000, 0.063495
5, 8, 7.000000, TABU, 1.000000, 0.156000
5, 8, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 7.000000, PDP, 5.000000, 0.063602
5, 8, 7.000000, TABU, 1.000000, 0.141000
5, 8, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 7.000000, PDP, 9.000000, 0.064886
5, 8, 7.000000, TABU, 1.000000, 0.047000
5, 8, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 7.000000, PDP, 4.000000, 0.061427
5, 8, 7.000000, TABU, 1.000000, 0.093000
5, 8, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 7.000000, PDP, 4.000000, 0.059927
5, 8, 7.000000, TABU, 1.000000, 0.141000
5, 8, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 7.000000, PDP, 8.000000, 0.061287
5, 8, 7.000000, TABU, 1.000000, 0.031000
5, 8, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 7.000000, PDP, 3.000000, 0.061860
5, 8, 7.000000, TABU, 1.000000, 0.140000
5, 8, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 7.000000, PDP, 7.000000, 0.060727
5, 8, 7.000000, TABU, 1.000000, 0.047000
5, 8, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 8, 7.000000, PDP, 7.000000, 0.060979
5, 8, 7.000000, TABU, 1.000000, 0.140000
5, 8, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 3.000000, PDP, 6.000000, 1.669144
5, 10, 3.000000, TABU, 1.000000, 0.157000
5, 10, 3.000000, TABU-RAND, 1.333333, 0.000000
5, 10, 3.000000, PDP, 9.000000, 1.926932
5, 10, 3.000000, TABU, 1.000000, 0.031000
5, 10, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 3.000000, PDP, 4.000000, 1.611006
5, 10, 3.000000, TABU, 1.000000, 0.171000
5, 10, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 3.000000, PDP, 9.000000, 1.782216
5, 10, 3.000000, TABU, 1.000000, 0.203000
5, 10, 3.000000, TABU-RAND, 1.222222, 0.000000
5, 10, 3.000000, PDP, 14.000000, 1.707508
5, 10, 3.000000, TABU, 1.000000, 0.172000
5, 10, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 3.000000, PDP, 8.000000, 1.647940
5, 10, 3.000000, TABU, 1.000000, 0.110000
5, 10, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 3.000000, PDP, 6.000000, 1.881552
5, 10, 3.000000, TABU, 1.000000, 0.187000
5, 10, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 3.000000, PDP, 5.000000, 1.796461
5, 10, 3.000000, TABU, 1.000000, 0.156000
5, 10, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 3.000000, PDP, 5.000000, 1.511818
5, 10, 3.000000, TABU, 1.000000, 0.156000
5, 10, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 3.000000, PDP, 6.000000, 1.655777
5, 10, 3.000000, TABU, 1.000000, 0.125000
5, 10, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 5.000000, PDP, 6.000000, 1.471507
5, 10, 5.000000, TABU, 1.000000, 0.157000
5, 10, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 5.000000, PDP, 12.000000, 1.558722
5, 10, 5.000000, TABU, 1.000000, 0.172000
5, 10, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 5.000000, PDP, 5.000000, 1.549996
5, 10, 5.000000, TABU, 1.000000, 0.125000
5, 10, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 5.000000, PDP, 2.000000, 1.480454
5, 10, 5.000000, TABU, 1.000000, 0.140000
5, 10, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 5.000000, PDP, 2.000000, 1.599566
5, 10, 5.000000, TABU, 1.000000, 0.235000
5, 10, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 5.000000, PDP, 14.000000, 1.776628
5, 10, 5.000000, TABU, 1.000000, 0.141000
5, 10, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 5.000000, PDP, 8.000000, 1.472972
5, 10, 5.000000, TABU, 1.000000, 0.125000
5, 10, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 5.000000, PDP, 6.000000, 1.807260
5, 10, 5.000000, TABU, 1.000000, 0.157000
5, 10, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 5.000000, PDP, 11.000000, 1.465850
5, 10, 5.000000, TABU, 1.000000, 0.062000
5, 10, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 5.000000, PDP, 8.000000, 1.424415
5, 10, 5.000000, TABU, 1.000000, 0.047000
5, 10, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 7.000000, PDP, 10.000000, 1.706507
5, 10, 7.000000, TABU, 1.000000, 0.140000
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 7.000000, PDP, 3.000000, 1.430290
5, 10, 7.000000, TABU, 1.000000, 0.110000
5, 10, 7.000000, TABU-RAND, 1.333333, 0.000000
5, 10, 7.000000, PDP, 9.000000, 1.449246
5, 10, 7.000000, TABU, 1.000000, 0.125000
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 7.000000, PDP, 4.000000, 1.763314
5, 10, 7.000000, TABU, 1.000000, 0.141000
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 7.000000, PDP, 7.000000, 1.426535
5, 10, 7.000000, TABU, 1.000000, 0.125000
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 7.000000, PDP, 7.000000, 1.423616
5, 10, 7.000000, TABU, 1.000000, 0.063000
5, 10, 7.000000, TABU-RAND, 1.142857, 0.000000
5, 10, 7.000000, PDP, 1.000000, 1.725264
5, 10, 7.000000, TABU, 1.000000, 0.125000
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 7.000000, PDP, 7.000000, 1.446547
5, 10, 7.000000, TABU, 1.000000, 0.141000
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 7.000000, PDP, 5.000000, 1.426928
5, 10, 7.000000, TABU, 1.000000, 0.141000
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 10, 7.000000, PDP, 7.000000, 1.701667
5, 10, 7.000000, TABU, 1.000000, 0.140000
5, 10, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 2.000000, 41.514136
5, 12, 3.000000, TABU, 1.000000, 0.125000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 7.000000, 45.605998
5, 12, 3.000000, TABU, 1.000000, 0.156000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 4.000000, 43.149700
5, 12, 3.000000, TABU, 1.000000, 0.156000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 5.000000, 44.331292
5, 12, 3.000000, TABU, 1.000000, 0.141000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 1.000000, 44.203779
5, 12, 3.000000, TABU, 1.000000, 0.157000
5, 12, 3.000000, TABU-RAND, 3.000000, 0.000000
5, 12, 3.000000, PDP, 9.000000, 44.302002
5, 12, 3.000000, TABU, 1.000000, 0.204000
5, 12, 3.000000, TABU-RAND, 1.222222, 0.000000
5, 12, 3.000000, PDP, 10.000000, 42.563911
5, 12, 3.000000, TABU, 1.000000, 0.156000
5, 12, 3.000000, TABU-RAND, 1.100000, 0.000000
5, 12, 3.000000, PDP, 5.000000, 43.513803
5, 12, 3.000000, TABU, 1.000000, 0.156000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 3.000000, PDP, 14.000000, 42.726054
5, 12, 3.000000, TABU, 1.000000, 0.187000
5, 12, 3.000000, TABU-RAND, 1.071429, 0.000000
5, 12, 3.000000, PDP, 12.000000, 42.964908
5, 12, 3.000000, TABU, 1.000000, 0.141000
5, 12, 3.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 9.000000, 44.554296
5, 12, 5.000000, TABU, 1.000000, 0.157000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 8.000000, 42.848596
5, 12, 5.000000, TABU, 1.000000, 0.063000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 6.000000, 43.335380
5, 12, 5.000000, TABU, 1.000000, 0.156000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 2.000000, 42.176126
5, 12, 5.000000, TABU, 1.000000, 0.156000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 8.000000, 43.520359
5, 12, 5.000000, TABU, 1.000000, 0.203000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 8.000000, 43.237387
5, 12, 5.000000, TABU, 1.000000, 0.140000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 4.000000, 43.953653
5, 12, 5.000000, TABU, 1.000000, 0.140000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 8.000000, 43.360186
5, 12, 5.000000, TABU, 1.000000, 0.110000
5, 12, 5.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 5.000000, PDP, 15.000000, 43.868834
5, 12, 5.000000, TABU, 1.000000, 0.219000
5, 12, 5.000000, TABU-RAND, 1.066667, 0.000000
5, 12, 5.000000, PDP, 1.000000, 42.917417
5, 12, 5.000000, TABU, 1.000000, 0.141000
5, 12, 5.000000, TABU-RAND, 2.000000, 0.000000
5, 12, 7.000000, PDP, 11.000000, 44.310121
5, 12, 7.000000, TABU, 1.000000, 0.125000
5, 12, 7.000000, TABU-RAND, 1.000000, 0.000000
5, 12, 7.000000, PDP, 10.000000, 43.409994
5, 12, 7.000000, TABU, 1.100000, 0.140000
5, 12, 7.000000, TABU-RAND, 1.100000, 0.000000
5, 12, 7.000000, PDP, 7.000000, 44.413201
5, 12, 7.000000, TABU, 1.142857, 0.062000
5, 12, 7.000000, TABU-RAND, 1.000000, 0.000000
